id;name;ingredient_name;ingredient_id;producer_name;producer_id;image;favorite;EAN;bio;size_number;size_unit_code;yield_unit_code;yield_amount;;;;;;;;;;;;;;;;;;;
451;Mangostücke 100g;Mango, getrocknet;260;Morgenland;5;assets/images/products/morgenland/mangostuecke.webp;0;4044019180113;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
452;Haselnusskerne gehackt 100g;Haselnusskerne;152;Morgenland;5;assets/images/products/morgenland/haselnusskerne.webp;0;4044019150437;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
453;Haselnusskerne gemahlen 150g;Haselnusskerne;152;Morgenland;5;assets/images/products/morgenland/haselnuss_gemahlen.webp;0;4044019150420;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
454;Mandeln gemahlen 150g;Mandeln;257;Morgenland;5;assets/images/products/morgenland/mandeln_gemahlen.webp;0;4044019150406;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
455;Bulgur 500g;Bulgur;53;Morgenland;5;assets/images/products/morgenland/bulgur.webp;0;4044019600222;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
456;Grüne Erbsen 500g;Erbsen grün;102;Morgenland;5;assets/images/products/morgenland/erbsen.webp;0;4044019600192;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
457;Kürbiskerne 250g;Kürbiskerne;221;Morgenland;5;assets/images/products/morgenland/kuerbiskerne.webp;0;4044019600239;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
458;Rote Linsen 500g;Linsen rot;235;Morgenland;5;assets/images/products/morgenland/linsen_rot.webp;0;4044019600123;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
459;Schwarzer Chia 200g;Chiasamen;67;Morgenland;5;assets/images/products/morgenland/chia.webp;0;4044019600055;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
460;Schwarzer Sesam 250g;Sesamkerne;375;Morgenland;5;assets/images/products/morgenland/sesam_schwarz.webp;0;4044019600338;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
461;Sesam ungeschält 250g;Sesamkerne;375;Morgenland;5;assets/images/products/morgenland/sesam_250.webp;0;4044019600024;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
462;Sesam ungeschält 500g;Sesamkerne;375;Morgenland;5;assets/images/products/morgenland/sesam_500.webp;0;4044019600031;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
463;Sonnenblumenkerne 250g;Sonnenblumenkerne;386;Morgenland;5;assets/images/products/morgenland/sonnenblumenkerne.webp;0;4044019600000;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
464;Tellerlinsen 500g;Linsen braun;232;Morgenland;5;assets/images/products/morgenland/tellerlinsen.webp;0;4044019600116;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
465;Nackthafer;Hafer;142;Spielberger Mühle;6;assets/images/products/spielberger/nackthafer.webp;0;4022381107181;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
466;Roggen;Roggen;340;Spielberger Mühle;6;assets/images/products/spielberger/roggen.webp;0;4022381103183;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
467;Weizen;Weizen;449;Spielberger Mühle;6;assets/images/products/spielberger/weizen.webp;0;4022381100182;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
468;Dinkel;Dinkel;82;Spielberger Mühle;6;assets/images/products/spielberger/dinkel.webp;0;4022381104180;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
469;Gerstengraupen;Gerste;126;Spielberger Mühle;6;assets/images/products/spielberger/gerstengraupen.webp;0;4022381321204;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
470;Dinkel-Bulgur;Bulgur;53;Spielberger Mühle;6;assets/images/products/spielberger/dinkelbulgur.webp;0;4022381182201;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
471;Bulgur;Bulgur;53;Spielberger Mühle;6;assets/images/products/spielberger/bulgur.webp;0;4022381180207;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
472;Goldhirse;Hirse;161;Spielberger Mühle;6;assets/images/products/spielberger/goldhirse.webp;0;4022381113205;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
473;6-Korn-Mischung;Vollkorngetreide;434;Spielberger Mühle;6;assets/images/products/spielberger/kornmischung.webp;0;4022381112185;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
474;Nacktgerste;Gerste;126;Spielberger Mühle;6;assets/images/products/spielberger/nacktgerste.webp;0;4022381109185;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
475;Hafer, geschält;Hafer;142;Spielberger Mühle;6;assets/images/products/spielberger/hafer.webp;0;4022381320184;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
476;Emmer;Emmer;96;Spielberger Mühle;6;assets/images/products/spielberger/emmer.webp;0;4022381012775;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
477;Einkorn;Einkorn;94;Spielberger Mühle;6;assets/images/products/spielberger/einkorn.webp;0;4022381012751;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
478;Couscous;Couscous;75;Spielberger Mühle;6;assets/images/products/spielberger/couscous.webp;0;4022381415200;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
479;Buchweizen;Buchweizen;48;Spielberger Mühle;6;assets/images/products/spielberger/buchweizen.webp;0;4022381513203;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
480;Mais Couscous, glutenfrei;Couscous;75;Spielberger Mühle;6;assets/images/products/spielberger/mais_couscous.webp;0;4022381022101;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
481;Grünkernschrot;Grünkern;133;Spielberger Mühle;6;assets/images/products/spielberger/gruenkornschrot.webp;0;4022381021845;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
482;Grünkern;Grünkern;133;Spielberger Mühle;6;assets/images/products/spielberger/gruenkern.webp;0;4022381105200;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
483;Dinkel Couscous, vollkorn;Couscous;75;Spielberger Mühle;6;assets/images/products/spielberger/dinkelcouscous.webp;0;4022381022088;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
484;Amaranth, glutenfrei;Amaranth;4;Spielberger Mühle;6;assets/images/products/spielberger/amaranth.webp;0;4022381034098;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
485;Quinoa, weiß;Quinoa weiß;324;Spielberger Mühle;6;assets/images/products/spielberger/quinoa.webp;0;4022381040020;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
486;Roggen-Vollkornmehl;Roggenmehl;342;Spielberger Mühle;6;assets/images/products/spielberger/roggenmehl.webp;0;4022381012737;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
487;Emmer-Vollkornmehl;Vollkornmehl;435;Spielberger Mühle;6;assets/images/products/spielberger/emmermehl.webp;0;4022381012799;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
488;Einkorn-Vollkornmehl;Vollkornmehl;435;Spielberger Mühle;6;assets/images/products/spielberger/einkornmehl.webp;0;4022381012812;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
489;Buchweizen-Vollkornmehl;Buchweizenmehl;50;Spielberger Mühle;6;assets/images/products/spielberger/buchweizenmehl.webp;0;4022381017015;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
490;Sojamehl, vollfett geröstet;Sojamehl;383;Spielberger Mühle;6;assets/images/products/spielberger/sojamehl.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
491;Weizen-Vollkornmehl;Weizenmehl;452;Spielberger Mühle;6;assets/images/products/spielberger/weizenmehl.webp;0;4022381203180;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
492;Hartweizengrieß;Hartweizengrieß;151;Spielberger Mühle;6;assets/images/products/spielberger/hartweizengriess.webp;0;4022381219204;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
493;Haferkleie;Haferkleie;145;Spielberger Mühle;6;assets/images/products/spielberger/haferkleie.webp;0;4022381241205;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
494;Polenta (Maisgrieß);Maisgrieß;247;Spielberger Mühle;6;assets/images/products/spielberger/maisgriess.webp;0;4022381237208;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
495;Dinkel-Vollkornmehl;Dinkelmehl;84;Spielberger Mühle;6;assets/images/products/spielberger/dinkelmehl.webp;0;4022381230186;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
496;Hafer-Vollkornmehl;Hafermehl;146;Spielberger Mühle;6;assets/images/products/spielberger/hafermehl.webp;0;4022381024709;1;1;Pkg.;g;350;;;;;;;;;;;;;;;;;;;
497;Kichererbsenmehl;Kichererbsenmehl;183;Spielberger Mühle;6;assets/images/products/spielberger/kichererbsenmehl.webp;0;4022381034791;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
498;Buchweizenflocken, glutenfrei;Buchweizenflocken;49;Spielberger Mühle;6;assets/images/products/spielberger/buchweizenflocken_glutenfrei.webp;0;4022381027632;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
499;Dinkelflocken Zartblatt;Dinkelflocken;83;Spielberger Mühle;6;assets/images/products/spielberger/dinkelflocken_zart.webp;0;4022381014823;1;1;Pkg.;g;375;;;;;;;;;;;;;;;;;;;
500;Buchweizenflocken;Buchweizenflocken;49;Spielberger Mühle;6;assets/images/products/spielberger/buchweizenflocken.webp;0;4022381010962;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
501;Haferflocken Kleinblatt, glutenfrei;Haferflocken;143;Spielberger Mühle;6;assets/images/products/spielberger/haferflocken_klein_gluten.webp;0;4022381027595;1;1;Pkg.;g;475;;;;;;;;;;;;;;;;;;;
502;Haferflocken Großblatt, glutenfrei;Haferflocken;143;Spielberger Mühle;6;assets/images/products/spielberger/haferflocken_gross_gluten.webp;0;4022381027571;1;1;Pkg.;g;475;;;;;;;;;;;;;;;;;;;
503;Haferflocken Zartblatt;Haferflocken;143;Spielberger Mühle;6;assets/images/products/spielberger/haferflocken_zart.webp;0;4022381002158;1;1;Pkg.;g;375;;;;;;;;;;;;;;;;;;;
504;Dinkelflocken Kleinblatt;Dinkelflocken;83;Spielberger Mühle;6;assets/images/products/spielberger/dinkelflocken_klein.webp;0;4022381001892;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
505;5-Korn-Flocken;Vollkornflocken;433;Spielberger Mühle;6;assets/images/products/spielberger/5kornflocken.webp;0;4022381020268;1;1;Pkg.;g;375;;;;;;;;;;;;;;;;;;;
506;4-Korn-Flocken;Vollkornflocken;433;Spielberger Mühle;6;assets/images/products/spielberger/4kornflocken.webp;0;4022381312202;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
507;3-Korn-Flocken;Vollkornflocken;433;Spielberger Mühle;6;assets/images/products/spielberger/3kornflocken.webp;0;4022381311205;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
508;Dinkelflocken Großblatt;Dinkelflocken;83;Spielberger Mühle;6;assets/images/products/spielberger/dinkelflocken_gross.webp;0;4022381305204;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
509;Haferflocken Kleinblatt;Haferflocken;143;Spielberger Mühle;6;assets/images/products/spielberger/haferflocken_klein.webp;0;4022381304207;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
510;Haferflocken Großblatt;Haferflocken;143;Spielberger Mühle;6;assets/images/products/spielberger/haferflocken_gross.webp;0;4022381303200;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
511;Gerstenflocken;Gerstenflocken;127;Spielberger Mühle;6;assets/images/products/spielberger/gerstenflocken.webp;0;4022381302203;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
512;6-Korn-Flocken;Vollkornflocken;433;Spielberger Mühle;6;assets/images/products/spielberger/6kornflocken.webp;0;4022381314206;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
513;Sojaflocken;Sojaflocken;381;Spielberger Mühle;6;assets/images/products/spielberger/sojaflocken.webp;0;4022381315203;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
514;Roggenflocken;Roggenflocken;341;Spielberger Mühle;6;assets/images/products/spielberger/roggenflocken.webp;0;4022381301206;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
515;Echter Basmatireis, natur;Naturreis;275;Spielberger Mühle;6;assets/images/products/spielberger/basmati.webp;0;4022381022569;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
516;Reismischung mit Wildreis, natur;Naturreis;275;Spielberger Mühle;6;assets/images/products/spielberger/reismischung.webp;0;4022381508209;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
517;Dinkel Bauernspätzle, vollkorn;Vollkorn-Fadennudeln;432;Spielberger Mühle;6;assets/images/products/spielberger/dinkel_spaetzle.webp;0;4022381000291;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
518;Dinkel Fadennudeln, vollkorn;Vollkorn-Fadennudeln;432;Spielberger Mühle;6;assets/images/products/spielberger/dinkel_fadennudeln.webp;0;4022381014069;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
519;Dinkel Bandnudeln, vollkorn, 9 mm;Dinkel-Vollkorn Bandnudeln;86;Spielberger Mühle;6;assets/images/products/spielberger/dinkel_bandnudeln.webp;0;4022381014021;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
520;Dinkel Röhrchen, vollkorn;Vollkorn-Fadennudeln;432;Spielberger Mühle;6;assets/images/products/spielberger/dinkelrohre.webp;0;4022381014045;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
521;Dinkel Spiralen, vollkorn;Dinkel-Vollkorn Fusilli;88;Spielberger Mühle;6;assets/images/products/spielberger/dinkelspiralen.webp;0;4022381014106;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
522;Dinkel Spaghetti, vollkorn;Dinkel-Vollkorn Linguine;89;Spielberger Mühle;6;assets/images/products/spielberger/dinkelspaghetti.webp;0;4022381038812;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
523;Sonnenblumenkerne;Sonnenblumenkerne;386;Spielberger Mühle;6;assets/images/products/spielberger/sonnenblumenkerne.webp;0;4022381027755;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
524;Sesam, ungeschält;Sesamkerne;375;Spielberger Mühle;6;assets/images/products/spielberger/sesam.webp;0;4022381027816;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
525;Kürbiskerne;Kürbiskerne;221;Spielberger Mühle;6;assets/images/products/spielberger/kuerbiskerne.webp;0;4022381517225;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
526;Goldleinsaat;Leinsamen;227;Spielberger Mühle;6;assets/images/products/spielberger/goldleinsaat.webp;0;4022381027793;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
527;Leinsaat braun;Leinsamen;227;Spielberger Mühle;6;assets/images/products/spielberger/leinsaat_braun.webp;0;4022381027779;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
528;Hanfsamen ungeschält;Hanfsamen;149;Spielberger Mühle;6;assets/images/products/spielberger/hanfsamen.webp;0;4022381040044;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
529;Grüne Linsen;Linsen grün;234;Spielberger Mühle;6;assets/images/products/spielberger/linsen.webp;0;4022381023801;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
530;Kichererbsen;Kichererbsen;181;Spielberger Mühle;6;assets/images/products/spielberger/kichererbsen.webp;0;4022381034777;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
531;Anis ganz;Anis;6;Sonnentor;7;assets/images/products/sonnentor/anis.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
532;Basilikum geschnitten;Basilikum, getrocknet;25;Sonnentor;7;assets/images/products/sonnentor/basilikum.webp;0;;1;1;Pkg.;g;15;;;;;;;;;;;;;;;;;;;
533;Beifuß geschnitten;;;Sonnentor;7;assets/images/products/sonnentor/beifuss.webp;0;;1;1;Pkg.;g;12;;;;;;;;;;;;;;;;;;;
534;Bertram gemahlen;;;Sonnentor;7;assets/images/products/sonnentor/bertram.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
535;Bockshornklee gemahlen;;;Sonnentor;7;assets/images/products/sonnentor/bockshornklee.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
536;Bohnenkraut geschnitten;Bohnenkraut;39;Sonnentor;7;assets/images/products/sonnentor/bohnenkraut.webp;0;;1;1;Pkg.;g;20;;;;;;;;;;;;;;;;;;;
537;Brennnesselsamen Samen und Blätter;;;Sonnentor;7;assets/images/products/sonnentor/brennnessel.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
538;Bärlauch geschnitten;Bärlauch;23;Sonnentor;7;assets/images/products/sonnentor/baerlauch.webp;0;;1;1;Pkg.;g;18;;;;;;;;;;;;;;;;;;;
539;Chili Flocken;Chiliflocken;70;Sonnentor;7;assets/images/products/sonnentor/chiliflocken.webp;0;;1;1;Pkg.;g;45;;;;;;;;;;;;;;;;;;;
540;Chili feuerscharf Schoten ganz;Chilischoten;71;Sonnentor;7;assets/images/products/sonnentor/chilischoten.webp;0;;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
541;Chili feuerscharf gemahlen (Cayennepfeffer);Cayennepfeffer;62;Sonnentor;7;assets/images/products/sonnentor/cayennepfeffer.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
542;Chili gemahlen;Chili;69;Sonnentor;7;assets/images/products/sonnentor/chili.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
543;Dill geschnitten;Dill, getrocknet;81;Sonnentor;7;assets/images/products/sonnentor/dill.webp;0;;1;1;Pkg.;g;15;;;;;;;;;;;;;;;;;;;
544;Estragon geschnitten;Estragon, getrocknet;114;Sonnentor;7;assets/images/products/sonnentor/estragon.webp;0;;1;1;Pkg.;g;20;;;;;;;;;;;;;;;;;;;
545;Fenchel ganz;Fenchelsamen;119;Sonnentor;7;assets/images/products/sonnentor/fenchel.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
546;Flohsamen ganz;Flohsamenschalen;120;Sonnentor;7;assets/images/products/sonnentor/flohsamen_ganz.webp;0;;1;1;Pkg.;g;90;;;;;;;;;;;;;;;;;;;
547;Flohsamenschalen;Flohsamenschalen;120;Sonnentor;7;assets/images/products/sonnentor/flohsamenschalen.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
548;Galgant gemahlen;;;Sonnentor;7;assets/images/products/sonnentor/galgant.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
549;Heidelbeeren ganz;;;Sonnentor;7;assets/images/products/sonnentor/heidelbeeren.webp;0;;1;1;Pkg.;g;45;;;;;;;;;;;;;;;;;;;
550;Ingwer gemahlen;Ingwer, gemahlen;164;Sonnentor;7;assets/images/products/sonnentor/ingwer.webp;0;;1;1;Pkg.;g;30;;;;;;;;;;;;;;;;;;;
551;Kardamom ganz;Kardamon;175;Sonnentor;7;assets/images/products/sonnentor/kardamon.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
552;Kardamom gemahlen;Kardamon;175;Sonnentor;7;assets/images/products/sonnentor/kardamon_gemahlen.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
553;Knoblauch granuliert;Knoblauchpulver;195;Sonnentor;7;assets/images/products/sonnentor/knoblauch.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
554;Koriander ganz;Koriandersamen;208;Sonnentor;7;assets/images/products/sonnentor/koriander_ganz.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
555;Koriander gemahlen;Koriander, gemahlen;207;Sonnentor;7;assets/images/products/sonnentor/koriander_mahl.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
556;Korianderkraut geschnitten;Korianderkraut, getrocknet;209;Sonnentor;7;assets/images/products/sonnentor/korianderkraut.webp;0;;1;1;Pkg.;g;15;;;;;;;;;;;;;;;;;;;
557;Kreuzkümmel ganz;Kreuzkümmel;213;Sonnentor;7;assets/images/products/sonnentor/kreuzkuemmel.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
558;Kreuzkümmel gemahlen;Kreuzkümmel, gemahlen;214;Sonnentor;7;assets/images/products/sonnentor/kreuzkuemmel_gemahlen.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
559;Kurkuma gemahlen;Kurkuma, gemahlen;222;Sonnentor;7;assets/images/products/sonnentor/kurkuma.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
560;Kümmel ganz;Kümmel;215;Sonnentor;7;assets/images/products/sonnentor/kuemmel.webp;0;;1;1;Pkg.;g;60;;;;;;;;;;;;;;;;;;;
561;Kümmel gemahlen;Kümmel;215;Sonnentor;7;assets/images/products/sonnentor/kuemmel_gemahlen.webp;0;;1;1;Pkg.;g;60;;;;;;;;;;;;;;;;;;;
562;Liebstöckel geschnitten;Liebstöckel, getrocknet;230;Sonnentor;7;assets/images/products/sonnentor/liebstoeckel.webp;0;;1;1;Pkg.;g;15;;;;;;;;;;;;;;;;;;;
563;Lorbeerblätter ganz;Lorbeerblätter;238;Sonnentor;7;assets/images/products/sonnentor/lorbeer.webp;0;;1;1;Pkg.;g;10;;;;;;;;;;;;;;;;;;;
564;Majoran geschnitten;Majoran, getrocknet;251;Sonnentor;7;assets/images/products/sonnentor/majoran.webp;0;;1;1;Pkg.;g;10;;;;;;;;;;;;;;;;;;;
565;Muskatnuss ganz;Muskatnuss;274;Sonnentor;7;assets/images/products/sonnentor/muskatnuss_ganz.webp;0;;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
566;Muskatnuss gemahlen;Muskatnuss;274;Sonnentor;7;assets/images/products/sonnentor/muskatnuss_gemahlen.webp;0;;1;1;Pkg.;g;30;;;;;;;;;;;;;;;;;;;
567;Nelken ganz;Nelken;278;Sonnentor;7;assets/images/products/sonnentor/nelken_ganz.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
568;Nelken gemahlen;Nelken;278;Sonnentor;7;assets/images/products/sonnentor/nelken_gemahlen.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
569;Oregano geschnitten;Oregano, getrocknet;288;Sonnentor;7;assets/images/products/sonnentor/oregano.webp;0;;1;1;Pkg.;g;18;;;;;;;;;;;;;;;;;;;
570;Paprika edelsüß gemahlen;Paprika edelsüß;292;Sonnentor;7;assets/images/products/sonnentor/paprika_edelsuess.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
571;Paprika geräuchert;Paprika geräuchert;294;Sonnentor;7;assets/images/products/sonnentor/paprika_geraeuchert.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
572;Paprika scharf gemahlen;Paprika rosenscharf;297;Sonnentor;7;assets/images/products/sonnentor/paprika_scharf.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
573;Petersilie geschnitten;Petersilie, getrocknet;304;Sonnentor;7;assets/images/products/sonnentor/petersilie.webp;0;;1;1;Pkg.;g;15;;;;;;;;;;;;;;;;;;;
574;Pfeffer bunt ganz;Pfeffer;305;Sonnentor;7;assets/images/products/sonnentor/pfeffer_bunt.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
575;Pfeffer grün ganz;;;Sonnentor;7;assets/images/products/sonnentor/pfeffer_gruen.webp;0;;1;1;Pkg.;g;20;;;;;;;;;;;;;;;;;;;
576;Pfeffer rosa ganz;Pfeffer rot;306;Sonnentor;7;assets/images/products/sonnentor/pfeffer_rosa.webp;0;;1;1;Pkg.;g;20;;;;;;;;;;;;;;;;;;;
577;Pfeffer schwarz ganz;Pfeffer;305;Sonnentor;7;assets/images/products/sonnentor/pfeffer_schwarz.webp;0;;1;1;Pkg.;g;55;;;;;;;;;;;;;;;;;;;
578;Pfeffer schwarz gemahlen;Pfeffer;305;Sonnentor;7;assets/images/products/sonnentor/pfeffer_gemahlen.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
579;Pfeffer weiß ganz;Pfeffer weiß;307;Sonnentor;7;assets/images/products/sonnentor/pfeffer_weiss.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
580;Piment ganz;Piment;314;Sonnentor;7;assets/images/products/sonnentor/piment_ganz.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
581;Piment gemahlen;Piment;314;Sonnentor;7;assets/images/products/sonnentor/piment_gemahlen.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
582;Quendel gemahlen;;;Sonnentor;7;assets/images/products/sonnentor/quendel.webp;0;;1;1;Pkg.;g;30;;;;;;;;;;;;;;;;;;;
583;Rosmarin geschnitten;Rosmarin, getrocknet;351;Sonnentor;7;assets/images/products/sonnentor/rosmarin.webp;0;;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
584;Safranfäden;Safran;357;Sonnentor;7;assets/images/products/sonnentor/safran.webp;0;;1;1;Pkg.;g;0,5;;;;;;;;;;;;;;;;;;;
585;Schabzigerklee gemahlen;;;Sonnentor;7;assets/images/products/sonnentor/schabziger_klee.webp;0;;1;1;Pkg.;g;40;;;;;;;;;;;;;;;;;;;
586;Schwarzkümmel ganz;;;Sonnentor;7;assets/images/products/sonnentor/schwarzkuemmel.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
587;Senfkörner gelb ganz;Senfkörner;373;Sonnentor;7;assets/images/products/sonnentor/senfkoerner.webp;0;;1;1;Pkg.;g;120;;;;;;;;;;;;;;;;;;;
588;Senfkörner schwarz ganz;Senfkörner;373;Sonnentor;7;assets/images/products/sonnentor/senfkoerner_schwarz.webp;0;;1;1;Pkg.;g;80;;;;;;;;;;;;;;;;;;;
589;Smokey Paprika;Paprika geräuchert;294;Sonnentor;7;assets/images/products/sonnentor/smokey_paprika.webp;0;;1;1;Pkg.;g;50;;;;;;;;;;;;;;;;;;;
590;Steinpilze geschnitten;;;Sonnentor;7;assets/images/products/sonnentor/steinpilze.webp;0;;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
591;Sternanis ganz;Sternanis;402;Sonnentor;7;assets/images/products/sonnentor/sternanis.webp;0;;1;1;Pkg.;g;25;;;;;;;;;;;;;;;;;;;
592;Thymian geschnitten;Thymian, getrocknet;415;Sonnentor;7;assets/images/products/sonnentor/thymian.webp;0;;1;1;Pkg.;g;20;;;;;;;;;;;;;;;;;;;
593;Tonkabohnen gemahlen;Tonkabohne;424;Sonnentor;7;assets/images/products/sonnentor/tonkabohne.webp;0;;1;1;Pkg.;g;35;;;;;;;;;;;;;;;;;;;
594;Vanillepulver;Vanille;429;Sonnentor;7;assets/images/products/sonnentor/vanillepulver.webp;0;;1;1;Pkg.;g;10;;;;;;;;;;;;;;;;;;;
595;Vanilleschote 1 Stück;Vanille;429;Sonnentor;7;assets/images/products/sonnentor/vanilleschote.webp;0;;1;1;Pkg.;Stk;1;;;;;;;;;;;;;;;;;;;
