id;name;ingredient_name;ingredient_id;producer_name;producer_id;image;favorite;EAN;bio;size_number;size_unit_code;yield_unit_code;yield_amount;;;;;;;;;;;;;;;;;;;
157;Hafer entspelzt;Hafer;142;Davert;2;assets/images/products/davert/hafer_1000.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
158;Hirse;Hirse;161;Davert;2;assets/images/products/davert/hirse_1000.webp;0;4019339177181;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
159;Kamut Khorasan Weizen;Kamut;174;Davert;2;assets/images/products/davert/kamut_1000.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
160;Nackthafer;Hafer;142;Davert;2;assets/images/products/davert/nackthafer_1000.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
161;Popcorn Mais;Mais;245;Davert;2;assets/images/products/davert/mais_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
162;Roggen;Roggen;340;Davert;2;assets/images/products/davert/roggen_1000.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
163;Weizen ;Weizen;449;Davert;2;assets/images/products/davert/weizen_1000.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
164;Vollkorn Couscous;Couscous;75;Davert;2;assets/images/products/davert/couscous_500.webp;0;4019339306109;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
165;Dinkelgrieß;;;Davert;2;assets/images/products/davert/dinkelgriess_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
166;Gerstengraupen;Gerste;126;Davert;2;assets/images/products/davert/gerstengraupen_500.webp;0;4019339133101;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
167;Grünkernschrot ;Grünkern;133;Davert;2;assets/images/products/davert/gruenkernschrot_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
168;Haferkleie;Haferkleie;145;Davert;2;assets/images/products/davert/haferkleie_500.webp;0;4019339313107;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
169;Quinoa Tricolore;Quinoa;321;Davert;2;assets/images/products/davert/quinoa_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
170;Roter Quinoa;Quinoa rot;322;Davert;2;assets/images/products/davert/quinoa_rot_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
171;Weißer Quinoa;Quinoa weiß;324;Davert;2;assets/images/products/davert/quinoa_weiss_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
172;Hirse ;Hirse;161;Davert;2;assets/images/products/davert/hirse_500.webp;0;4019339177105;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
173;Nackthafer 500g;Hafer;142;Davert;2;assets/images/products/davert/nackthafer_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
;Schwarzer Nerone Reis;Reis schwarz;332;;;assets/images/products/davert/schwarzer_reis.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
174;Basmati Reis;Naturreis;275;Davert;2;assets/images/products/davert/basmati_1000.webp;0;4019339236158;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
175;Basmati Reis;Naturreis;275;Davert;2;assets/images/products/davert/basmati_500.webp;0;4019339236109;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
176;Langkorn Naturreis;Naturreis;275;Davert;2;assets/images/products/davert/langkorn_1000.webp;0;4019339212189;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
177;Arborio Vollkornreis;Naturreis;275;Davert;2;assets/images/products/davert/arborio_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
178;Roter Reis 250g;Reis schwarz;332;Davert;2;assets/images/products/davert/reis_rot_250.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
179;Rundkorn Naturreis;Naturreis;275;Davert;2;assets/images/products/davert/rundkorn_1000.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
180;Rundkorn Naturreis ;Naturreis;275;Davert;2;assets/images/products/davert/rundkorn_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
181;Butter Beans ;Weiße Bohnen, gekocht;447;Davert;2;assets/images/products/davert/butter_beans_400.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
182;Cannellini Bohnen;Cannellinibohnen;58;Davert;2;assets/images/products/davert/cannellini.webp;0;4019339451113;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
183;Azukibohnen;Azuki-Bohnen;16;Davert;2;assets/images/products/davert/azukibohnen.webp;0;4019339464106;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
184;Mungbohnen;Mungbohnen;271;Davert;2;assets/images/products/davert/mungbohnen.webp;0;4019339443101;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
185;Pintobohnen;Pintobohnen;316;Davert;2;assets/images/products/davert/pintobohnen.webp;0;4019339462102;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
186;Rote Kidneybohnen;Kidneybohnen;187;Davert;2;assets/images/products/davert/kidneybohnen.webp;0;4019339448106;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
187;Schwarze Bohnen;Schwarze Bohnen;365;Davert;2;assets/images/products/davert/schwarze_bohnen.webp;0;4019339461105;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
188;Weiße Bohnen ;Weiße Bohnen;446;Davert;2;assets/images/products/davert/weisse_bohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
189;Weiße Riesenbohnen;Weiße Bohnen;446;Davert;2;assets/images/products/davert/weisse_riesenbohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
190;Beluga Linsen;Belugalinsen;29;Davert;2;assets/images/products/davert/belugalinsen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
191;Braune Teller-Linsen ;Linsen braun;232;Davert;2;assets/images/products/davert/tellerlinsen.webp;0;4019339485101;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
;Chateau Linsen;Linsen braun;232;Davert;2;assets/images/products/davert/chateaulinsen.webp;0;4019339481103;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
;Gelbe Orient Linsen;Linsen gelb;232;Davert;2;assets/images/products/davert/gelbe_linsen.webp;0;4019339493106;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
192;Gourmet Berglinsen;Linsen braun;232;Davert;2;assets/images/products/davert/berglinsen.webp;0;4019339494103;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
193;Grüne Delikatess-Linsen;Linsen grün;234;Davert;2;assets/images/products/davert/linsen_gruen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
194;Rote Ganze Linsen;Linsen rot;235;Davert;2;assets/images/products/davert/linsen_rot.webp;0;4019339490105;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
195;Grüne Erbsen;Erbsen grün;102;Davert;2;assets/images/products/davert/erbsen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
196;Halbe Grüne Schälerbsen;Erbsen grün;102;Davert;2;assets/images/products/davert/schaelerbsen.webp;0;4019339434109;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
197;Kichererbsen;Kichererbsen;181;Davert;2;assets/images/products/davert/kichererbsen.webp;0;4019339440100;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
198;Kichererbsen;Kichererbsen, gekocht;182;Davert;2;assets/images/products/davert/kichererbsen_400.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
199;Kidneybohnen;Kidneybohnen, gekocht;188;Davert;2;assets/images/products/davert/kidneybohnen_400.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
200;Schwarze Bohnen;Schwarze Bohnen, gekocht;366;Davert;2;assets/images/products/davert/schwarze_bohnen_400.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
201;Weiße Bohnen;Weiße Bohnen, gekocht;447;Davert;2;assets/images/products/davert/weisse_bohnen_400.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
202;Schwarzer Sesam;Sesamkerne;375;Davert;2;assets/images/products/davert/schwarzer_sesam_200.webp;0;4019339419052;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
203;Blaumohn ;;;Davert;2;assets/images/products/davert/blaumohn_250.webp;0;4019339427064;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
204;Braune Leinsaat;Leinsamen;227;Davert;2;assets/images/products/davert/braune_leinsaat_250.webp;0;4019339413067;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
205;Braune Leinsaat;Leinsamen;227;Davert;2;assets/images/products/davert/braune_leinsaat_500.webp;0;4019339413104;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
206;Geschrotete Leinsaat;Leinsamen;227;Davert;2;assets/images/products/davert/leinschrot_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
207;Geschrotete Leinsaat;Leinsamen;227;Davert;2;assets/images/products/davert/leinschrot_400.webp;0;;1;1;Pkg.;g;400;;;;;;;;;;;;;;;;;;;
208;Goldgelbe Leinsaat;Leinsamen;227;Davert;2;assets/images/products/davert/gold_leinsaat_500.webp;0;4019339416105;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
209;Goldgelbe Leinsaat;Leinsamen;227;Davert;2;assets/images/products/davert/gold_leinsaat_250.webp;0;4019339416068;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
210;Knabber-Kürbiskerne;Kürbiskerne;221;Davert;2;assets/images/products/davert/kuerbiskerne.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
211;Sesam ungeschält;Sesamkerne;375;Davert;2;assets/images/products/davert/sesam_ungeschaelt_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
212;Sesam, ungeschält;Sesamkerne;375;Davert;2;assets/images/products/davert/sesam_ungeschaelt_250.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
213;Sonnenblumenkerne;Sonnenblumenkerne;386;Davert;2;assets/images/products/davert/sonnenblumenkerne_250.webp;0;4019339405079;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
214;Sonnenblumenkerne;Sonnenblumenkerne;386;Davert;2;assets/images/products/davert/sonnenblumenkerne_250.webp;0;4019339405116;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
215;Chia;Chiasamen;67;Davert;2;assets/images/products/davert/chia.webp;0;4019339414002;1;1;Pkg.;g;210;;;;;;;;;;;;;;;;;;;
216;Geschälte Hanfsamen;Hanfsamen;149;Davert;2;assets/images/products/davert/hanf_geschaelt.webp;0;4019339431078;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
217;Hanfsamen;Hanfsamen;149;Davert;2;assets/images/products/davert/hanf.webp;0;4019339431051;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
218;Großblatt Haferflocken;Haferflocken;143;Davert;2;assets/images/products/davert/haferflocken_gross_1000.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
219;Großblatt Haferflocken;Haferflocken;143;Davert;2;assets/images/products/davert/haferflocken_gross_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
220;Kleinblatt Haferflocken;Haferflocken;143;Davert;2;assets/images/products/davert/haferflocken_klein_1000.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
221;Haferflocken Kleinblatt;Haferflocken;143;Davert;2;assets/images/products/davert/haferflocken_klein_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
222;Weißes Mandelmus;Mandelmus weiß;256;Davert;2;assets/images/products/davert/mandelmus_weiss.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
223;Mandelmus braun;Mandelmus braun;255;Davert;2;assets/images/products/davert/mandelmus_braun.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
224;Erdnussmus;Erdnussmus;112;Davert;2;assets/images/products/davert/erdnussmus.webp;0;4019339311226;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
225;Helles Tahin;Tahini;408;Davert;2;assets/images/products/davert/tahini.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
226;Cashewmus;Cashewmus;61;Davert;2;assets/images/products/davert/cashewmus.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
227;Tomaten getrocknet;Tomaten, getrocknet;421;Rapunzel;3;assets/images/products/rapunzel/getr_tomaten.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
228;Tomaten getrocknet, geschnitten in Würfel;Tomaten, getrocknet;421;Rapunzel;3;assets/images/products/rapunzel/getr_tomaten_wuerfel.webp;0;;1;1;Pkg.;g;100;;;;;;;;;;;;;;;;;;;
229;Oliven Amphissa grün, ohne Stein in Lake;Oliven;284;Rapunzel;3;assets/images/products/rapunzel/olive_gruen.webp;0;;1;1;Gl.;g;315;;;;;;;;;;;;;;;;;;;
230;Oliven Kalamata violett, ohne Stein in Lake;Oliven;284;Rapunzel;3;assets/images/products/rapunzel/olive_violett.webp;0;;1;1;Gl.;g;315;;;;;;;;;;;;;;;;;;;
231;Kakaopulver stark entölt;Kakaopulver;172;Rapunzel;3;assets/images/products/rapunzel/kakao.webp;0;;1;1;Gl.;g;250;;;;;;;;;;;;;;;;;;;
232;Olivenöl fruchtig, nativ extra;Olivenöl;285;Rapunzel;3;assets/images/products/rapunzel/olivenoel_fruchtig_1000.webp;0;;1;1;Fl.;L;1;;;;;;;;;;;;;;;;;;;
233;Olivenöl mild, nativ extra;Olivenöl;285;Rapunzel;3;assets/images/products/rapunzel/olivenoel_mild_1000.webp;0;;1;1;Fl.;L;1;;;;;;;;;;;;;;;;;;;
234;Rapsöl nativ;Rapsöl;329;Rapunzel;3;assets/images/products/rapunzel/rapsoel.webp;0;;1;1;Fl.;L;1;;;;;;;;;;;;;;;;;;;
235;Quinoa weiß;Quinoa weiß;324;Rapunzel;3;assets/images/products/rapunzel/quinoa_weiss.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
236;Quinoa bunt;Quinoa;321;Rapunzel;3;assets/images/products/rapunzel/quinoa.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
237;Speisehirse;Hirse;161;Rapunzel;3;assets/images/products/rapunzel/hirse.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
238;Buchweizen;Buchweizen;48;Rapunzel;3;assets/images/products/rapunzel/buchweizen.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
239;Couscous;Couscous;75;Rapunzel;3;assets/images/products/rapunzel/couscous.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
240;Popcorn-Mais;Mais;245;Rapunzel;3;assets/images/products/rapunzel/mais.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
241;Polenta Maisgrieß;Maisgrieß;247;Rapunzel;3;assets/images/products/rapunzel/polenta.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
242;Quinoa rot;Quinoa rot;322;Rapunzel;3;assets/images/products/rapunzel/quinoa_rot.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
243;Buchweizen;Buchweizen;48;Rapunzel;3;assets/images/products/rapunzel/buchweizen_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
244;Speisehirse;Hirse;161;Rapunzel;3;assets/images/products/rapunzel/hirse_500.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
245;Amaranth-Samen;Amaranth;4;Rapunzel;3;assets/images/products/rapunzel/amaranth.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
246;Bulgur;Bulgur;53;Rapunzel;3;assets/images/products/rapunzel/bulgur.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
247;Quinoa weiß;Quinoa weiß;324;Rapunzel;3;assets/images/products/rapunzel/quinoa_weiss_250.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
248;Kichererbsen in der Dose;Kichererbsen, gekocht;182;Rapunzel;3;assets/images/products/rapunzel/kichererbsen_dose.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
249;Rote Kidney Bohnen in der Dose;Kidneybohnen, gekocht;188;Rapunzel;3;assets/images/products/rapunzel/kidneybohnen_dose.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
250;Weiße Cannellini Bohnen in der Dose;Weiße Bohnen, gekocht;447;Rapunzel;3;assets/images/products/rapunzel/cannellini_dose.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
251;Kichererbsen;Kichererbsen;181;Rapunzel;3;assets/images/products/rapunzel/kichererbsen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
252;Schwarze Bohnen in der Dose;Schwarze Bohnen, gekocht;366;Rapunzel;3;assets/images/products/rapunzel/schwarze_bohnen_dose.webp;0;;1;1;Ds.;g;240;;;;;;;;;;;;;;;;;;;
253;Linsen rot;Linsen rot;235;Rapunzel;3;assets/images/products/rapunzel/linsen_rot.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
254;Zuckermais in der Dose;Mais, gekocht;246;Rapunzel;3;assets/images/products/rapunzel/mais_gross.webp;0;;1;1;Ds.;g;280;;;;;;;;;;;;;;;;;;;
255;Zuckermais in der Dose;Mais, gekocht;246;Rapunzel;3;assets/images/products/rapunzel/mais_klein.webp;0;;1;1;Ds.;g;140;;;;;;;;;;;;;;;;;;;
256;Erbsen in der Dose;Erbsen grün, gekocht;104;Rapunzel;3;assets/images/products/rapunzel/erbsen_dose.webp;0;;1;1;Ds.;g;265;;;;;;;;;;;;;;;;;;;
257;Gourmet Berg-Linsen braun;Linsen braun;232;Rapunzel;3;assets/images/products/rapunzel/berglinsen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
258;Sojabohnen Edamamé, in der Dose;Edamame;93;Rapunzel;3;assets/images/products/rapunzel/edamame.webp;0;;1;1;Ds.;g;130;;;;;;;;;;;;;;;;;;;
259;Mung Dal, Mungbohnen halb, geschält;Mung-Dal;273;Rapunzel;3;assets/images/products/rapunzel/mungdal.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
260;Lupinenschrot;Lupinenschrot;243;Rapunzel;3;assets/images/products/rapunzel/lupinenschrot.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
261;Beluga Linsen schwarz;Belugalinsen;29;Rapunzel;3;assets/images/products/rapunzel/belugalinsen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
262;Sojabohnen;Sojabohnen;379;Rapunzel;3;assets/images/products/rapunzel/sojabohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
263;Mungbohnen;Mungbohnen;271;Rapunzel;3;assets/images/products/rapunzel/mungbohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
264;Kidney Bohnen rot;Kidneybohnen;187;Rapunzel;3;assets/images/products/rapunzel/kidneybohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
265;Bohnen schwarz;Schwarze Bohnen;365;Rapunzel;3;assets/images/products/rapunzel/schwarze_bohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
266;Linsen grün;Linsen grün;234;Rapunzel;3;assets/images/products/rapunzel/linsen_gruen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
267;Troja Teller-Linsen, grün bis braun;Linsen braun;232;Rapunzel;3;assets/images/products/rapunzel/tellerlinsen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
268;Bohnen weiß;Weiße Bohnen;446;Rapunzel;3;assets/images/products/rapunzel/weisse_bohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
269;Erbsen grün, halb, geschält;Erbsen grün;102;Rapunzel;3;assets/images/products/rapunzel/schaelerbsen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
270;Linsen gelb;Linsen gelb;233;Rapunzel;3;assets/images/products/rapunzel/linsen_gelb.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
271;Azukibohnen;Azuki-Bohnen;16;Rapunzel;3;assets/images/products/rapunzel/azukibohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
272;Chana Dal, Kichererbsen halb, geschält;Chana-Dal;65;Rapunzel;3;assets/images/products/rapunzel/chanadal.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
273;Weiße Jumbobohnen;Weiße Bohnen;446;Rapunzel;3;assets/images/products/rapunzel/jumbobohnen.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
274;Sonnenblumenkerne;Sonnenblumenkerne;386;Rapunzel;3;assets/images/products/rapunzel/sonnenblumenkerne.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
275;Hanfsamen geschält;Hanfsamen;149;Rapunzel;3;assets/images/products/rapunzel/hanfsamen.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
276;Leinsaat geschrotet;Leinsamen;227;Rapunzel;3;assets/images/products/rapunzel/leinsaat_schrot.webp;0;;1;1;Pkg.;g;150;;;;;;;;;;;;;;;;;;;
277;Leinsaat braun;Leinsamen;227;Rapunzel;3;assets/images/products/rapunzel/leinsaat.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
278;Kürbiskerne geröstet;Kürbiskerne;221;Rapunzel;3;assets/images/products/rapunzel/kuerbiskerne.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
279;Sesam;Sesamkerne;375;Rapunzel;3;assets/images/products/rapunzel/sesam.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
280;Kürbiskerne geröstet;Kürbiskerne;221;Rapunzel;3;assets/images/products/rapunzel/kuerbiskerne_200.webp;0;;1;1;Pkg.;g;200;;;;;;;;;;;;;;;;;;;
281;Blaumohn;;;Rapunzel;3;assets/images/products/rapunzel/blaumohn.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
282;Leinsaat gold;Leinsamen;227;Rapunzel;3;assets/images/products/rapunzel/leinsaat_gold.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
283;Leinsaat braun;Leinsamen;227;Rapunzel;3;assets/images/products/rapunzel/leinsaat_250.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
284;Sonnenblumenkerne;Sonnenblumenkerne;386;Rapunzel;3;assets/images/products/rapunzel/sonnenblumenkerne_250.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
285;Sesam;Sesamkerne;375;Rapunzel;3;assets/images/products/rapunzel/sesam_250.webp;0;;1;1;Pkg.;g;250;;;;;;;;;;;;;;;;;;;
286;Langkorn Spitzenreis natur / Vollkorn;Naturreis;275;Rapunzel;3;assets/images/products/rapunzel/langkorn_reis.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
287;Rundkorn Spitzenreis natur / Vollkorn;Naturreis;275;Rapunzel;3;assets/images/products/rapunzel/rundkorn_reis.webp;0;;1;1;Pkg.;g;1000;;;;;;;;;;;;;;;;;;;
288;Roter Camargue Spitzenreis natur I.G.P. / Vollkorn;Reis schwarz;332;Rapunzel;3;assets/images/products/rapunzel/roter_reis.webp;0;;1;1;Pkg.;g;500;;;;;;;;;;;;;;;;;;;
289;Tomaten geschält und geviertelt in der Dose;Tomatenstücke;423;Rapunzel;3;assets/images/products/rapunzel/tomatenstuecke_viertel.webp;0;;1;1;Ds.;g;400;;;;;;;;;;;;;;;;;;;
290;Tomaten geschält in der Dose;Tomatenstücke;423;Rapunzel;3;assets/images/products/rapunzel/tomatenstuecke_400.webp;0;;1;1;Ds.;g;400;;;;;;;;;;;;;;;;;;;
291;Tomaten geschält in der Dose;Tomatenstücke;423;Rapunzel;3;assets/images/products/rapunzel/tomatenstuecke_800.webp;0;;1;1;Ds.;g;800;;;;;;;;;;;;;;;;;;;
292;Passata;Tomaten Passata;419;Rapunzel;3;assets/images/products/rapunzel/passate_680.webp;0;;1;1;Fl.;g;680;;;;;;;;;;;;;;;;;;;
293;Passata;Tomaten Passata;419;Rapunzel;3;assets/images/products/rapunzel/passata410.webp;0;;1;1;Fl.;g;410;;;;;;;;;;;;;;;;;;;
294;Passata Rustica mit Basilikum;Tomaten Passata;419;Rapunzel;3;assets/images/products/rapunzel/passata_rustica.webp;0;;1;1;Fl.;g;680;;;;;;;;;;;;;;;;;;;
295;Tomatenmark, einfach konzentriert, 22% Tr.M.;Tomatenmark;422;Rapunzel;3;assets/images/products/rapunzel/tomatenmark_100_dose.webp;0;;1;1;Gl.;g;100;;;;;;;;;;;;;;;;;;;
296;Tomatenmark, einfach konzentriert, 22% Tr.M.;Tomatenmark;422;Rapunzel;3;assets/images/products/rapunzel/tomatenmark_360_glas.webp;0;;1;1;Gl.;g;360;;;;;;;;;;;;;;;;;;;
297;Tomatenmark, zweifach konzentriert, 28% Tr.M. in der Tube;Tomatenmark;422;Rapunzel;3;assets/images/products/rapunzel/tomatenmark_200_tube.webp;0;;1;1;Tb.;g;200;;;;;;;;;;;;;;;;;;;
298;Tomaten Paprika Mark in der Tube;Tomatenmark;422;Rapunzel;3;assets/images/products/rapunzel/tomaten_paprika_mark.webp;0;;1;1;Tb.;g;200;;;;;;;;;;;;;;;;;;;
299;Tomatenmark Mediterran in der Tube;Tomatenmark;422;Rapunzel;3;assets/images/products/rapunzel/tomatenmark_medi.webp;0;;1;1;Tb.;g;200;;;;;;;;;;;;;;;;;;;
300;Trockenhefe;Hefe;155;Rapunzel;3;assets/images/products/rapunzel/hefe.webp;0;;1;1;Pkg.;g;9;;;;;;;;;;;;;;;;;;;
301;Vanillepulver Bourbon;Vanille;429;Rapunzel;3;assets/images/products/rapunzel/vanille_glas.webp;0;;1;1;Gl.;g;15;;;;;;;;;;;;;;;;;;;
302;Vanilleschoten Bourbon;Vanille;429;Rapunzel;3;assets/images/products/rapunzel/vanilleschote.webp;0;;1;1;Gl.;Stk;2;;;;;;;;;;;;;;;;;;;
303;Vanillepulver Bourbon;Vanille;429;Rapunzel;3;assets/images/products/rapunzel/vanille_pack.webp;0;;1;1;Pkg.;g;5;;;;;;;;;;;;;;;;;;;
304;Tonka-Bohne, gemahlen;Tonkabohne;424;Rapunzel;3;assets/images/products/rapunzel/tonkabohne.webp;0;;1;1;Gl.;g;10;;;;;;;;;;;;;;;;;;;
305;Mandelmus;Mandelmus braun;255;Rapunzel;3;assets/images/products/rapunzel/mandelmus_500.webp;0;;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
306;Haselnussmus;Haselnussmus;154;Rapunzel;3;assets/images/products/rapunzel/haselnussmus_500.webp;0;;1;1;Gl.;g;500;;;;;;;;;;;;;;;;;;;
