id;name;ingredient_category;unit_id;picture;
433;Weizen-Vollkorn Fusilli;3;2;assets/images/ingredients/weizen-vollkorn_fusilli.webp;433
434;Weizen-Vollkorn Lasagne;3;2;assets/images/ingredients/weizen-vollkorn_lasagne.webp;434
435;Weizen-Vollkorn Linguine;3;2;assets/images/ingredients/weizen-vollkorn_linguine.webp;435
436;Weizen-Vollkorn Penne;3;2;assets/images/ingredients/weizen-vollkorn_penne.webp;436
437;Weizen-Vollkorn Pipette Rigate;3;2;assets/images/ingredients/weizen-vollkorn_pipette_rigate.webp;437
438;Wirsing;1;2;assets/images/ingredients/wirsing.webp;438
439;Zimtstangen;6;2;assets/images/ingredients/zimtstangen.webp;439
440;Zimt, gemahlen;6;2;assets/images/ingredients/zimt__gemahlen.webp;440
441;Zitrone;2;1;assets/images/ingredients/zitrone.webp;441
442;Zitronengras;6;2;assets/images/ingredients/zitronengras.webp;442
443;Zitronenmelisse;6;2;assets/images/ingredients/zitronenmelisse.webp;443
444;Zitronenmelisse, getrocknet;6;2;assets/images/ingredients/zitronenmelisse__getrocknet.webp;444
445;Zucchini gelb;1;2;assets/images/ingredients/zucchini_gelb.webp;445
446;Zucchini grün;1;2;assets/images/ingredients/zucchini_gruen.webp;446
447;Zucchini rund;1;2;assets/images/ingredients/zucchini_rund.webp;447
448;Zucker;6;2;assets/images/ingredients/zucker.webp;448
449;Zwetschgen;2;2;assets/images/ingredients/zwetschgen.webp;449
450;Zwiebeln gelb;1;2;assets/images/ingredients/zwiebeln_gelb.webp;450
451;Zwiebeln rot;1;2;assets/images/ingredients/zwiebeln_rot.webp;451
452;Zwiebelpulver;6;2;assets/images/ingredients/zwiebelpulver.webp;452
