﻿id;name;recipe_category;picture;portion_number;portion_unit;cook_counter;favorite;bookmark;last cooked;last_updated;inspired_by;description;tip
47;Kichererbsen-Curry mit Fenchel;1;assets/images/recipes/kichererbsen-curry_mit_fenchel.webp;3;Port.;0;0;0;;;;;
48;Grünkohl-Pilz-Pfanne;1;assets/images/recipes/gruenkohl-pilz-pfanne.webp;3;Port.;0;0;0;;;;;
49;Rainbow-Root-Veggie-Stew;1;assets/images/recipes/rainbow-root-veggie-stew.webp;3;Port.;0;0;0;;;;;
50;Süßkartoffel-Hash mit Schwarzkohl & Pilzen;1;assets/images/recipes/suesskartoffel-hash_mit_schwarzkohl_&_pilzen.webp;3;Port.;0;0;0;;;;;
51;Linsen-Kohl-Curry;1;assets/images/recipes/linsen-kohl-curry.webp;3;Port.;0;0;0;;;;;
52;rote Beete-Balls mit Grünkohl & Bulgur;1;assets/images/recipes/rote_beete-balls_mit_gruenkohl_&_bulgur.webp;3;Port.;0;0;0;;;;;
53;Sellerie-Spinat-Pfanne mit Pilzen;1;assets/images/recipes/sellerie-spinat-pfanne_mit_pilzen.webp;3;Port.;0;0;0;;;;;
54;rote Beete-Curry;1;assets/images/recipes/rote_beete-curry.webp;3;Port.;0;0;0;;;;;
55;Kichererbsen-Möhren-Curry;1;assets/images/recipes/kichererbsen-moehren-curry.webp;3;Port.;0;0;0;;;;;
56;Belugalinsen mit Tomaten & Greens;1;assets/images/recipes/belugalinsen_mit_tomaten_&_greens.webp;3;Port.;0;0;0;;;;;
57;Getreide mit roter & grüner Soße;1;assets/images/recipes/getreide_mit_roter_&_gruener_sosse.webp;3;Port.;0;0;0;;;;;
58;violette Möhren mit Grünkohl & Linsen;1;assets/images/recipes/violette_moehren_mit_gruenkohl_&_linsen.webp;3;Port.;0;0;0;;;;;
59;Rotkohl-Sellerie-Chili;1;assets/images/recipes/rotkohl-sellerie-chili.webp;3;Port.;0;0;0;;;;;
60;Grünkohl-Möhren-Curry;1;assets/images/recipes/gruenkohl-moehren-curry.webp;3;Port.;0;0;0;;;;;
61;Belugalinsen-Süßkartoffel-Curry;1;assets/images/recipes/belugalinsen-suesskartoffel-curry.webp;3;Port.;0;0;0;;;;;
62;Rührtofu mit Spinat & Getreide;1;assets/images/recipes/ruehrtofu_mit_spinat_&_getreide.webp;3;Port.;0;0;0;;;;;
63;Quinoa Pilaw mit Kichererbsen & Möhren;1;assets/images/recipes/quinoa_pilaw_mit_kichererbsen_&_moehren.webp;3;Port.;0;0;0;;;;;
64;Süßkartoffel-Mais-Pfanne mit Bohnen;1;assets/images/recipes/suesskartoffel-mais-pfanne_mit_bohnen.webp;3;Port.;0;0;0;;;;;
65;Bulgur-Risotto mit Spinat;1;assets/images/recipes/bulgur-risotto_mit_spinat.webp;3;Port.;0;0;0;;;;;
66;Pak Choi-Tempeh-Pilz-Pfanne;1;assets/images/recipes/pak_choi-tempeh-pilz-pfanne.webp;3;Port.;0;0;0;;;;;
67;Rotkohl-Bohnen-Curry;1;assets/images/recipes/rotkohl-bohnen-curry.webp;3;Port.;0;0;0;;;;;
68;Linsen-Pilz-Curry mit Spargel;1;assets/images/recipes/linsen-pilz-curry_mit_spargel.webp;3;Port.;0;0;0;;;;;
69;Süßkartoffel-Erbsen-Buchweizen-Curry;1;assets/images/recipes/suesskartoffel-erbsen-buchweizen-curry.webp;3;Port.;0;0;0;;;;;
70;Blumenkohl-Bolognese;2;assets/images/recipes/blumenkohl-bolognese.webp;3;Port.;0;0;0;;;;;
71;Mac & Cheese mit Brokkoli;2;assets/images/recipes/mac_&_cheese_mit_brokkoli.webp;3;Port.;0;0;0;;;;;
72;Edamame-Rotkohl-Nudeln;2;assets/images/recipes/edamame-rotkohl-nudeln.webp;3;Port.;0;0;0;;;;;
73;Zoodles mit Pilzen & Erbsen;2;assets/images/recipes/zoodles_mit_pilzen_&_erbsen.webp;3;Port.;0;0;0;;;;;
74;Chili-sin-carne-Nudeln;2;assets/images/recipes/chili-sin-carne-nudeln.webp;3;Port.;0;0;0;;;;;
75;Pasta mit Avocado-Auberginen-Soße;2;assets/images/recipes/pasta_mit_avocado-auberginen-sosse.webp;3;Port.;0;0;0;;;https://youtu.be/NuxQWefC3HY?si=AlU0tor4YvvSatbr;;
76;Nudeln mit Erdnuss-Gemüse-Soße;2;assets/images/recipes/nudeln_mit_erdnuss-gemuese-sosse.webp;3;Port.;0;0;0;;;;;
77;Spaghetti mit Zucchini-Kichererbsen-Meatballs;2;assets/images/recipes/spaghetti_mit_zucchini-kichererbsen-meatballs.webp;3;Port.;0;0;0;;;;;
78;Pasta Primavera;2;assets/images/recipes/pasta_primavera.webp;3;Port.;0;0;0;;;;;
79;Möhren-Bandnudeln mit Bohnen;2;assets/images/recipes/moehren-bandnudeln_mit_bohnen.webp;3;Port.;0;0;0;;;;;
80;Gemüse-Pasta mit Grünkohl-Pesto;2;assets/images/recipes/gemuese-pasta_mit_gruenkohl-pesto.webp;3;Port.;0;0;0;;;;;
81;Pasta mit Paprika-Gemüse-Soße;2;assets/images/recipes/pasta_mit_paprika-gemuese-sosse.webp;3;Port.;0;0;0;;;;;
82;Zoodles mit Linsen-Pilz-Bolognese;2;assets/images/recipes/zoodles_mit_linsen-pilz-bolognese.webp;3;Port.;0;0;0;;;;;
83;Gemüse-Chili-Nudeln;2;assets/images/recipes/gemuese-chili-nudeln.webp;3;Port.;0;0;0;;;;;
84;Kürbis-Pasta mit Kidneybohnen;2;assets/images/recipes/kuerbis-pasta_mit_kidneybohnen.webp;3;Port.;0;0;0;;;;;
